,name,fulladdr,municipality,agency,agencytype,phone,agencyurl,operhours,Instructions,status,drive_through,appt_only,referral_required,services_offered_onsite,call_first,virtual_screening,health_dept_url,State,county,type_of_test,facility_type
7838,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1080 Hendersonville Road, Asheville, NC 28803",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Buncombe,molecular,Retail
7839,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"4310 West Wendover Avenue, Greensboro, NC 27407",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Guilford,molecular,Retail
7849,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"5020 Arendell Street, Morehead, NC 28557",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Carteret,molecular,Retail
7899,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"100 Law Road, Fayetteville, NC 28311",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Cumberland,molecular,Retail
7902,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"7025 Winston Hill Drive, Cary, NC 27519",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7949,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"11430 North Tryon Street, Charlotte, NC 28262",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Retail
7964,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"3051 New Bern Avenue, Raleigh, NC 27606",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Wake,molecular,Retail
7965,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"5001 Country Club Road, Winston-Salem, NC 27104",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Forsyth,molecular,Retail
7966,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"2210 Fleming Road, Greensboro, NC 27410",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Guilford,molecular,Retail
7986,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"2147 Blowing Rock Road, Boone, NC 28607",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Watauga,molecular,Retail
7987,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1703 Live Oak Street, Beaufort, NC 28516",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Carteret,molecular,Retail
7993,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"2017 West Webb Avenue, Burlington, NC 27215",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Alamance,molecular,Retail
7994,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"3658 South New Hope Road, Gastonia, NC 28056",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Gaston,molecular,Retail
8004,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"8420 Steele Creek Road, Charlotte, NC 28273",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Retail
8037,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1132 East Cutler Crossing, Leland, NC 28451",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Brunswick,molecular,Retail
8095,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"1550 North Sandhills Boulevard, Aberdeen, NC 28315",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Moore,molecular,Retail
8113,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"32 Village Center Drive, Clayton, NC 27527",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Johnston,molecular,Retail
8116,CVS Health COVID-19 Drive Thru Testing Site - By Appointment Only,"4098 Houston Field Court, Charlotte, NC 28277",,CVS,Private,none,https://www.cvs.com/minuteclinic/covid-19-testing,By appointment only,CVS Health drive-up testing for COVID-19 – limited appointments now available to patients who qualify. Visit https://www.cvs.com/minuteclinic/covid-19-testing for appointments.,Open,Yes,Yes,No,testing only,,Required,https://www.nc.gov/covid19,NC,Mecklenburg,molecular,Retail
8419,"Med First Jacksonville, Western Boulevard",325 Western Blvd Jacksonville NC 28546,,MedFirst,Private,910-577-1555,https://www.thinkmedfirst.com/,Monday to Friday 8 am to 6 pm Saturday 8 am to 4 pm Sunday 10 am to 4 pm,Call the clinic for an evaluation and appointment.,Open,No,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Onslow,antibody,Clinic
8420,MedFirst New Bern,"2002 South Glenburnie Road, New Bern, NC NC 28562",New Bern,MedFirst,Private,252-631-5188,https://www.thinkmedfirst.com/,Monday to Friday 7 am to 7 pm Saturday 8 am to 5 pm & Sunday 10 am to 4 pm,Call the office for a pre-screening and appointment,Open,No,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Craven,antibody,Clinic
8421,Med First James City,"2020 Waterscape Way, New Bern, NC 28562",New Bern,MedFirst,Private,252-631-5301,https://www.thinkmedfirst.com/,"Monday, Tuesday, Wednesday, Friday 8 am to 5 pm",,Open,No,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Craven,antibody,Clinic
8422,Med First Kenansville,"275 NC 24 50 Highway Kenansville, NC 28349",,MedFirst,Private,910-296-1087,https://www.thinkmedfirst.com/locations/med-first-kenansville/,Monday to Thursday 8 am to 6 pm Friday 8 am to 1 pm,Call ahead for a screening & appointment,Open,No,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Duplin,antibody,Clinic
8423,Med First Southport,5130 Southport Supply Road Southport NC 28461,,Med First,Private,910-269-2053,https://www.thinkmedfirst.com/locations/med-first-southport/,"Monday to Firday 8 am to 8 pm, Saturday 10 am to 6 pm, Sunday 10 am to 4 pm",Call the office for a screening and appointment,Open,No,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Brunswick,antibody,Clinic
8424,Med First Smithfield,388 Venture Dr. Smithfield NC 27577,,Med First,Private,919-938-0811,https://www.thinkmedfirst.com/,Monday to Friday 8:30 am to 8 pm Saturday 10 am to 4 pm &  Sunday 10 am to 2 pm,,Open,No,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Johnston,antibody,Clinic
8425,Med First Wake Forest,"2115 S. Main St., Suite A Wake Forest NC 27587",,MedFirst,Private,919-570-2000,https://www.thinkmedfirst.com/locations/,"Monday to Thursday 8 am to 6 pm, Saturday 8 am to 2 pm",Call the office for a screening and appointment,Open,No,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Wake,antibody,Clinic
8427,Med First Roanoke Rapids,130 Cardinal Drive Roanoke Rapids NC 27870,,Med First,Private,252-308-0686,https://www.thinkmedfirst.com/locations/,Monday to Thursday 8 am to 5 pm,Call ahead for screening and appointment,Open,No,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Halifax,antibody,Clinic
8428,Med First Chapel Hill,"1728 North Fordham Boulevard Ram’s Plaza – Suite 151 Chapel Hill, NC 27514",,MedFirst,Private,919-968-1985,https://www.thinkmedfirst.com/locations/,Monday to Friday 8 am to 6 pm Saturday 8 am to 2 pm,Call ahead for a screening and appointment,Open,No,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Orange,antibody,Clinic
8429,MedFirst Greensboro,4002 Elton Way Suite 104 Greensboro NC 27406,,MedFirst,Private,336-860-0981,https://www.thinkmedfirst.com/,"Monday to Friday 8 am to 6 pm, Saturday 8 am to 2 pm",Call ahead for screening and appointment.,Open,,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Guilford,antibody,Clinic
8430,MedFirst Thomasville,"1033 Randolph Street Suite 32 Thomasville, NC 27360",,MedFirst,Private,336-860-0843,https://www.thinkmedfirst.com/locations/,Monday to Friday 8 am to 6 pm,Call ahead for a screening and appointment,Open,,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Davidson,antibody,Clinic
8431,Med First Statesville,"349 Brookdale Drive Statesville, NC 28677",,Med First,Private,980-223-2595,https://www.thinkmedfirst.com/locations/,"Monday to Thursday 10 am to 6 pm,, Friday 8 am to 2 pm",Call ahead for an appointment and screening,Open,,Yes,No,screening and testing,Yes,Available,https://www.ncdhhs.gov/,NC,Iredell,antibody,Clinic
8772,FastMed Urgent Care,"178 Hwy 105 Ext, Suite 101, Boone, NC 28607",Boone,FastMed,Private,828-265-7146,https://www.fastmed.com/urgent-care-centers/boone-nc-walk-in-clinic/,"M-F 8am-8pm, Sat & Sun 8am-4pm","COVID-19 diagnostic and antibody testing is available at all FastMed clinics. For diagnostic testing, patients displaying COVID-19 related symptoms will be evaluated by a FastMed provider who will determine if a test is appropriate. For antibody testing, patients who have never been symptomatic or have been symptomatic but have recovered from acute illness for 2 weeks will be evaluated by a FastMed provider to administer the antibody test.",Open,No,No,No,screening and testing,No,Available,https://www.nc.gov/covid19,NC,Watauga,molecular and antibody,Urgent Care
8773,FastMed Urgent Care,"104 Huffman Mill Rd, Burlington, NC 27215",Burlington,FastMed,Private,336-506-1720,https://www.fastmed.com/urgent-care-centers/burlington-nc-walk-in-clinic/,"M-F 8am-8pm, Sat & Sun 8am-4pm","COVID-19 diagnostic and antibody testing is available at all FastMed clinics. For diagnostic testing, patients displaying COVID-19 related symptoms will be evaluated by a FastMed provider who will determine if a test is appropriate. For antibody testing, patients who have never been symptomatic or have been symptomatic but have recovered from acute illness for 2 weeks will be evaluated by a FastMed provider to administer the antibody test.",Open,No,No,No,screening and testing,No,Available,https://www.nc.gov/covid19,NC,Alamance,molecular and antibody,Urgent Care
8774,FastMed Urgent Care,"511 Smokey Park Hwy
Candler, NC 28715",Candler,FastMed,Private,828-365-1088,https://www.fastmed.com/urgent-care-centers/candler-nc-walk-in-clinic/,"M-F 8am-8pm, Sat & Sun 8am-4pm","COVID-19 diagnostic and antibody testing is available at all FastMed clinics. For diagnostic testing, patients displaying COVID-19 related symptoms will be evaluated by a FastMed provider who will determine if a test is appropriate. For antibody testing, patients who have never been symptomatic or have been symptomatic but have recovered from acute illness for 2 weeks will be evaluated by a FastMed provider to administer the antibody test.",Open,No,No,No,screening and testing,No,Available,https://www.nc.gov/covid19,NC,Buncombe,molecular and antibody,Urgent Care
8775,FastMed Urgent Care,"3250 Wilkinson Blvd, Suite I, Charlotte, NC 28208",Charlotte,FastMed,Private,704-319-5176,https://www.fastmed.com/urgent-care-centers/charlotte-nc-walk-in-clinic-wilkinson-boulevard/,"M-F 8am-8pm, Sat & Sun 8am-4pm","COVID-19 diagnostic and antibody testing is available at all FastMed clinics. For diagnostic testing, patients displaying COVID-19 related symptoms will be evaluated by a FastMed provider who will determine if a test is appropriate. For antibody testing, patients who have never been symptomatic or have been symptomatic but have recovered from acute illness for 2 weeks will be evaluated by a FastMed provider to administer the antibody test.",Open,No,No,No,screening and testing,No,Available,https://www.nc.gov/covid19,NC,Mecklenburg,molecular and antibody,Urgent Care
